acted,0.9977216114761639
addresses,0.9973629694363196
al,0.9984111588518471
am,0.9284071968823278
ambitious,0.9514339736262647
appears,0.9693221554783683
audience,0.507967434854415
barbs,0.9959160992779884
blitz,0.507967434854415
brilliant,0.7384152324577873
bush,0.98859829708402
change,0.4370735068684437
clinton,0.9970730440244255
comes,0.9948811002121108
commencement,0.6802428705324131
content,0.4841981373220663
contestant,0.9962553724334308
countries,0.7384152324577873
cry,0.8971758117894321
dont,0.8756144264426255
fuel,0.6335480699992979
fun,0.7383134607137234
gasoline,0.4451212278457426
george,0.9934509228689822
giuliani,0.9298928992347859
gore,0.9933834519777109
hillary,0.9497334267378829
laughter,0.8971758117894321
lazio,0.9464731258603524
leader,0.46140056132652885
marital,0.4370735068684437
millionaire,0.9933834519777109
nicely,0.8158920072706051
night,0.9843252494952376
performance,0.9959160992779884
poked,0.6110317324829216
president,0.9977216114761639
prices,0.9934509228689822
putin,0.9696389603078827
qualify,0.8756144264426255
recent,0.9464731258603524
references,0.9696389603078827
response,0.9962553724334308
rick,0.8756144264426255
rival,0.8756144264426255
rodham,0.8971758117894321
sample,0.6920965974565374
seat,0.9962553724334308
senate,0.9696389603078827
signal,0.507967434854415
stiff,0.4451212278457426
strayed,0.9934509228689822
surrender,0.6335480699992979
understood,0.9284071968823278
unlikely,0.6802428705324131
vice,0.9973629694363196
vladimir,0.9962553724334308
vows,0.9933834519777109
wit,0.6920965974565374
words,0.46140056132652885
yes,0.7384152324577873
administration,0.9928499666305592
administrations,0.8871421913282248
adviser,0.8873683074738514
appropriate,0.7439477831227953
assistant,0.8871421913282248
attitude,0.9976814044682951
bushs,0.8878340093039836
campaign,0.7398358039471425
defense,0.8671695727870032
describing,0.7228016099567325
emerging,0.7228016099567325
former,0.7792516987067537
gov,0.9976814044682951
governor,0.9719330829646476
iraq,0.8873683074738514
issue,0.7792516987067537
perle,0.7792516987067537
policy,0.8871421913282248
presidential,0.8671695727870032
probably,0.9719330829646476
richard,0.8873683074738514
secretary,0.9719330829646476
subcommittee,0.7398358039471425
texas,0.7398358039471425
wednesday,0.8681402775820097
word,0.7439477831227953
accuses,0.8881871824154647
affairs,0.9992283700283647
agree,0.6185663823154233
agreement,0.7086353642893748
american,0.913402734673989
analysts,0.9991589172735562
angeles,0.9469858366281125
apartheid,0.47759902690376665
applies,0.9936329937857238
attention,0.9384906163036728
attracting,0.8588770096835947
barely,0.6913206223213094
believe,0.6269963497829583
benefiting,0.7602056220012979
bill,0.940112409913472
bradley,0.47759902690376665
california,0.968511921561416
campaigning,0.6657960277049091
candidates,0.9108546156018348
carry,0.31278504351367953
concerned,0.7165183073286157
corporate,0.5062418098533262
corporations,0.8478862208857393
country,0.47759902690376665
critic,0.9484717903860438
criticized,0.6269963497829583
crowd,0.9092193350867763
day,0.7418042220050158
democrats,0.9420510954343242
demonstrations,0.7742856611647309
depicts,0.9957609868399215
deserves,0.31278504351367953
distinction,0.8402107162610664
door,0.9957673405906085
drawing,0.8402107162610664
economy,0.41916331013630814
election,0.7756133695778921
environment,0.9768170222340485
evidence,0.7496425264706115
expense,0.9967913485870316
floor,0.41916331013630814
free,0.7609608827301504
globalization,0.6999758181023465
green,0.7811352911241164
hard,0.991577957003411
history,0.9257601178495154
hit,0.9810765943984452
housing,0.7491401618181055
impact,0.964864416927473
intensive,0.6115967401506345
john,0.7165183073286157
knock,0.7857389867837872
labor,0.7496425264706115
leaders,0.5062418098533262
leftleaning,0.6999758181023465
level,0.755588193939733
liberal,0.41916331013630814
little,0.9337652475737769
los,0.7602056220012979
lose,0.960543666664873
lot,0.9991589172735562
mccain,0.6269963497829583
media,0.31278504351367953
nader,0.968511921561416
naders,0.7756133695778921
news,0.9420510954343242
north,0.6657960277049091
notion,0.991577957003411
november,0.9420510954343242
offering,0.3796736085087643
offers,0.9911826147508078
organization,0.7165183073286157
organized,0.964864416927473
outside,0.7656661564229001
party,0.8692388975665193
passing,0.8881871824154647
past,0.9569891407037455
people,0.9893255593938518
phenomenon,0.7742856611647309
political,0.9188364691195422
presidents,0.8854690447545221
profess,0.9108546156018348
project,0.8856403492890441
public,0.9869665980185062
race,0.9108546156018348
rally,0.9032874540399829
reliably,0.8402107162610664
republicrat,0.9032874540399829
rich,0.9810765943984452
rights,0.41916331013630814
scoffed,0.8478862208857393
senator,0.7857389867837872
sharply,0.9957673405906085
solutions,0.7418042220050158
spoiler,0.7602056220012979
stands,0.9469858366281125
staunch,0.7656661564229001
support,0.9869665980185062
tip,0.7491401618181055
trade,0.8856403492890441
velocity,0.9032874540399829
voice,0.7756133695778921
voted,0.8965648812543515
voters,0.8854690447545221
votes,0.960543666664873
whom,0.9893255593938518
win,0.8965648812543515
wind,0.7811352911241164
worker,0.8692388975665193
world,0.9569891407037455
actually,0.9748582737115432
aflcio,0.3633421175630619
aim,0.279011911353615
appearances,0.902027788588325
appeared,0.8050425339082297
ari,0.6881172943461257
arrived,0.44346264107844924
asserted,0.8648828048404497
ballot,0.9954445760756813
ballots,0.8269930217752641
begin,0.9995316238383842
board,0.6882427919376828
bottom,0.9483690077857803
buchanan,0.7685785318826763
buchanans,0.9743051913276518
candidacy,0.9891087388056646
candidate,0.9743051913276518
caveats,0.9744515746970742
cheney,0.5050282088432978
children,0.7674158778444573
chose,0.7034732277749913
city,0.4256416690983418
claim,0.8995859000186531
college,0.42459411997268515
commitment,0.8894646380836703
competing,0.826199099135186
confirm,0.5420935572241364
consistently,0.9944540198817919
consisting,0.9189733001908448
contender,0.3633421175630619
control,0.9067899485682342
